system,split,formula,qm9_db_id,qm9_mol_id,basis,charge,spin,unit,atom,reference_ground_method,reference_excited_method,qsgw_bse_s1_ev,qsgw_bse_s1_h,qsgw_bse_singlet_energies_ev_json,qsgw_bse_singlet_energies_h_json,qsgw_bse_triplet_energies_ev_json,qsgw_bse_oscillator_strengths_json,qsgw_bse_transition_dipoles_raw_json,nroots_available,source_xyz_path,source_eexc_ss_path,source_eexc_st_path,source_osc_path,source_tdm_path,eomccsd_augccpvtz_s1_ev,eomccsd_augccpvtz_singlet_energies_ev_json,notes
qm9randdiv60_813_C2F3N,candidate,C2F3N,813,827,def2-tzvp,0,0,Angstrom,"F  0.012209376100  0.062624757600 -0.017509924900
C -0.012739691600  1.391858081300  0.002341977000
F  1.236887028700  1.845421897900 -0.019695689100
F -0.646235311800  1.825760212600 -1.083116290600
C -0.707560812100  1.870756795400  1.224033549200
N -1.246781689400  2.242443525200  2.172177338400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.83826608,0.2880509654724283,"[7.83826608, 8.39028226, 8.39088254, 9.38084742, 9.42164765]","[0.2880509654724283, 0.30833718591742265, 0.30835924580053825, 0.3447397841182419, 0.3462391649153528]","[5.94904824, 6.92926872, 6.92993758, 7.78870868, 7.8389978]","[1.84e-06, 8.91e-05, 0.00013547, 0.01691601, 0.01701829]","[""-0.00479381"", ""0.00436535"", ""-0.00444720"", ""-0.02775559"", ""-0.00303030"", ""-0.04495224"", ""0.00161955"", ""-0.06161541"", ""0.02140724"", ""-0.30891701"", ""0.49268137"", ""-0.37060646"", ""-0.52281153"", ""-0.42889721"", ""-0.13795788""]",5,QM9_xyz_files/mol_827.xyz,E_exc_SS/mol_827.dat,E_exc_ST/mol_827.dat,osc_stren/mol_827.dat,trans_dip_mom/mol_827.dat,8.627667865687917,"[8.627667865687917, 9.005673496496883, 9.005675637381348]",geometry_matched_to_qm9_mol_827; qm9_source=qm9randdiv60_813_C2F3N; generated=2026-07-15
qm9randdiv60_523_C4H7NO,candidate,C4H7NO,523,533,def2-tzvp,0,0,Angstrom,"O -0.058896605900  1.438576758800  0.010210656400
C  0.025166819900  0.025303277000  0.001892157100
C -1.399824225500 -0.514564756900  0.012593691300
C -1.425206276500 -2.053849073800  0.004650181100
C -2.783203318100 -2.592840436600  0.014507015400
N -3.861219458900 -3.008580709100  0.022709898000
H  0.833229564000  1.797562961700  0.003413013200
H  0.555851568700 -0.341972627200 -0.892487367600
H  0.572751711300 -0.351429066700  0.882039255400
H -1.918574796500 -0.137658154300  0.899300403400
H -1.935334245300 -0.128354472600 -0.860030786600
H -0.908266879500 -2.441488848200 -0.881590761100
H -0.891597657700 -2.450843242100  0.876792064100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.62936471,0.2803739817233626,"[7.62936471, 8.15774561, 8.66485508, 8.67214665, 9.05484288]","[0.2803739817233626, 0.29979162164892514, 0.3184275509402808, 0.31869551119537715, 0.3327593382470557]","[6.35442164, 7.2057224, 7.28615766, 7.29422013, 8.16047437]","[0.00307563, 1.431e-05, 0.0050483, 0.00033367, 0.03354843]","[""-0.00397283"", ""0.00175426"", ""-0.32601550"", ""-0.00366553"", ""-0.00404735"", ""0.02080553"", ""0.12510724"", ""0.37141179"", ""0.00606136"", ""0.00268724"", ""-0.01378510"", ""0.09974341"", ""0.01120408"", ""-0.00445815"", ""0.98836398""]",5,QM9_xyz_files/mol_533.xyz,E_exc_SS/mol_533.dat,E_exc_ST/mol_533.dat,osc_stren/mol_533.dat,trans_dip_mom/mol_533.dat,7.9613403800047555,"[7.9613403800047555, 8.749477999165215, 9.118845982953703]",geometry_matched_to_qm9_mol_533; qm9_source=qm9randdiv60_523_C4H7NO; generated=2026-07-15
qm9randdiv60_33_C2H3NO,candidate,C2H3NO,33,34,def2-tzvp,0,0,Angstrom,"O -0.037382207900  1.445478406100  0.010107687400
C  0.012929063700  0.034416606500  0.002091651600
C -1.357474515400 -0.488745233700  0.012397384100
N -2.421352773300 -0.936851843400  0.020160529100
H  0.868980567800  1.769729488000  0.004175766600
H  0.516927134200 -0.363297903500 -0.892158139700
H  0.533876160800 -0.372787490000  0.882239210900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.55222039,0.27753898025366075,"[7.55222039, 8.01054635, 8.5131118, 8.73358863, 9.16807877]","[0.27753898025366075, 0.29438214861916717, 0.31285108825557023, 0.3209534623135073, 0.3369206804505127]","[6.19793269, 6.92680092, 7.16577552, 7.37280012, 7.94434347]","[0.00189791, 0.00262087, 0.00660396, 0.00047189, 0.00514108]","[""-0.00264766"", ""0.00180212"", ""-0.25740693"", ""-0.00325555"", ""0.00214305"", ""-0.29370188"", ""0.09319437"", ""0.44257555"", ""0.00172470"", ""-0.00157787"", ""0.00124805"", ""-0.11934824"", ""-0.00142549"", ""0.00165343"", ""-0.38453372""]",5,QM9_xyz_files/mol_34.xyz,E_exc_SS/mol_34.dat,E_exc_ST/mol_34.dat,osc_stren/mol_34.dat,trans_dip_mom/mol_34.dat,7.771085797562056,"[7.771085797562056, 8.56158026609493, 9.023806666173412]",geometry_matched_to_qm9_mol_34; qm9_source=qm9randdiv60_33_C2H3NO; generated=2026-07-15
qm9randdiv60_6532_C5H7NO2,candidate,C5H7NO2,6532,6733,def2-tzvp,0,0,Angstrom,"N -0.094179067800  0.957759380500 -0.705725959800
H  0.554819273900  0.503674093900 -0.067668263800
H  0.474133530000  1.531186035700 -1.323281006200
H -0.481783164200  0.218210518600 -1.285382775400
C -0.854714969800  1.604510105900  2.510843517500
C  0.157417179100  0.879980932700  2.928930807900
C  1.138839696100  0.176803809500  3.313290806100
C  2.150316869600 -0.547208560300  3.733835025300
C -0.146971908400  1.199724178400  6.319577038700
O -1.049255420100  1.846605752600  5.973612542300
O  0.749728218700  0.557585860200  6.688968855100
H -1.512397916000  2.103634869200  3.217124263000
H -1.051095810500  1.716625582200  1.446172758600
H  2.818266108400 -1.053374954000  3.042314156800
H  2.355275200800 -0.665702155000  4.793940634000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.22826679,0.15538593851033256,"[4.22826679, 5.3456828, 6.04088372, 6.80193298, 7.08870603]","[0.15538593851033256, 0.19645021946605745, 0.22199838205194922, 0.24996642649923304, 0.26050514170497824]","[2.34395217, 3.83807463, 5.17378811, 5.71911491, 6.63423619]","[1e-08, 0.42389728, 0.00013091, 0.00239863, 0.04640536]","[""0.00038825"", ""0.00061848"", ""0.00000163"", ""-3.48773649"", ""2.49209119"", ""-1.59238406"", ""-0.04502089"", ""-0.06070572"", ""0.00158005"", ""-0.17943698"", ""-0.24643329"", ""0.00796825"", ""0.83035732"", ""-0.63170749"", ""-0.79857433""]",5,QM9_xyz_files/mol_6733.xyz,E_exc_SS/mol_6733.dat,E_exc_ST/mol_6733.dat,osc_stren/mol_6733.dat,trans_dip_mom/mol_6733.dat,4.59936960884257,"[4.59936960884257, 6.230736233893681, 6.319166908842078]",geometry_matched_to_qm9_mol_6733; qm9_source=qm9randdiv60_6532_C5H7NO2; generated=2026-07-15
qm9randdiv60_58_C3H4O2,candidate,C3H4O2,58,60,def2-tzvp,0,0,Angstrom,"C -0.431260664700  1.305866641600 -0.127585854000
C  0.252857151800 -0.010269883400  0.131388666700
O  0.698720990600 -0.368903332200  1.196046901700
C  0.389789426600 -0.967736803700 -1.062262080800
O -0.016112678100 -0.715642931200 -2.165837181200
H  0.100065645900  1.853244901200 -0.913325969100
H -1.442704331500  1.130693612100 -0.509233705900
H -0.467575536200  1.895481578200  0.788364794100
H  0.903298855500 -1.915588452700 -0.795319721500",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.10409801,0.11407349783429953,"[3.10409801, 4.77062156, 7.5458249, 7.94954493, 8.27988942]","[0.11407349783429953, 0.17531710868656583, 0.2773039503311796, 0.2921403877824147, 0.30428032387437715]","[2.42249135, 4.05925379, 4.98300164, 5.83502214, 7.29041924]","[0.00026302, 3.277e-05, 0.00014287, 0.04555826, 0.26573679]","[""0.13173441"", ""0.06165857"", ""-0.03447160"", ""-0.03738693"", ""-0.01772341"", ""0.00996243"", ""0.06152485"", ""0.03061297"", ""-0.01644089"", ""0.22758890"", ""-0.92119190"", ""-0.78156518"", ""-1.08251386"", ""0.88981333"", ""-2.54942955""]",5,QM9_xyz_files/mol_60.xyz,E_exc_SS/mol_60.dat,E_exc_ST/mol_60.dat,osc_stren/mol_60.dat,trans_dip_mom/mol_60.dat,3.1429766165051154,"[3.1429766165051154, 4.690075913718681, 7.614099907333372]",geometry_matched_to_qm9_mol_60; qm9_source=qm9randdiv60_58_C3H4O2; generated=2026-07-15
qm9randdiv60_76_C2H5NO2,candidate,C2H5NO2,76,79,def2-tzvp,0,0,Angstrom,"N -0.081156070800  1.318070260500  0.012767421600
C  0.054422585300 -0.044777325700  0.081553881700
O  1.121630735200 -0.597839495500  0.209405529400
C -1.286877863900 -0.790116421700  0.061784348400
O -1.046051135300 -2.139541950100 -0.239571576600
H  0.766233655700  1.859911284900 -0.044834253200
H -0.930213462100  1.745674475000 -0.315656151600
H -1.745596961600 -0.655213342100  1.055266995900
H -1.960260612000 -0.311492219000 -0.670262562800
H -1.856372960600 -2.630176456200 -0.076254782900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.14471372,0.2258140641734475,"[6.14471372, 7.22678756, 7.56653059, 7.61787823, 8.06074921]","[0.2258140641734475, 0.2655795443374556, 0.27806487040385885, 0.2799518613691784, 0.2962270696954465]","[5.55256944, 5.83809376, 6.88519796, 7.14618086, 7.43937852]","[0.00125944, 0.01955452, 0.00270454, 0.03111386, 0.10388336]","[""-0.04164304"", ""-0.17322759"", ""0.14935338"", ""0.17173352"", ""0.18731543"", ""0.80557149"", ""0.07272636"", ""-0.02622311"", ""-0.29711628"", ""0.78770327"", ""0.59921729"", ""-0.31223440"", ""-0.64801268"", ""1.72438866"", ""-0.07063307""]",5,QM9_xyz_files/mol_79.xyz,E_exc_SS/mol_79.dat,E_exc_ST/mol_79.dat,osc_stren/mol_79.dat,trans_dip_mom/mol_79.dat,5.8351381425408215,"[5.8351381425408215, 7.772787696330519, 7.8761198709715705]",geometry_matched_to_qm9_mol_79; qm9_source=qm9randdiv60_76_C2H5NO2; generated=2026-07-15
qm9randdiv60_791_C5H3NO,candidate,C5H3NO,791,805,def2-tzvp,0,0,Angstrom,"O -0.067377402800  1.352993083800  0.010025961000
N  0.071255317900 -0.016873905600  0.001370344000
C -1.076159774200 -0.620278493200  0.009083522400
C -1.062181720600 -2.046726497900  0.001316392900
C -1.099619730300 -3.248741348800 -0.004763123800
C -2.339883741600  0.042317854900  0.024684128700
C -3.415957498400  0.579567973500  0.037823190700
H  0.848254746200  1.656104690400  0.002917130700
H -1.121663792900 -4.310629456500 -0.010249289500
H -4.364807483300  1.057274859500  0.049428570600",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.32843621,0.19581641897371602,"[5.32843621, 5.33689161, 5.62986451, 5.87892991, 6.15022103]","[0.19581641897371602, 0.1961271491924401, 0.20689370468327603, 0.2160466893106844, 0.22601645408295867]","[2.69965279, 4.60133264, 4.61277476, 5.03487119, 5.37573044]","[0.27216723, 0.0002897, 0.00187829, 0.00060606, 0.10855739]","[""2.80236555"", ""2.36976636"", ""-0.01413929"", ""0.00288699"", ""0.00086356"", ""0.11960466"", ""-0.00305172"", ""0.00152119"", ""-0.29659052"", ""0.00146997"", ""-0.00214089"", ""0.16485723"", ""-1.29533165"", ""1.72515881"", ""0.02175607""]",5,QM9_xyz_files/mol_805.xyz,E_exc_SS/mol_805.dat,E_exc_ST/mol_805.dat,osc_stren/mol_805.dat,trans_dip_mom/mol_805.dat,5.573151388172098,"[5.573151388172098, 6.073860011486822, 6.132791625182306]",geometry_matched_to_qm9_mol_805; qm9_source=qm9randdiv60_791_C5H3NO; generated=2026-07-15
qm9randdiv60_115_C5H8,candidate,C5H8,115,119,def2-tzvp,0,0,Angstrom,"C -0.173054744600  1.533839869800  0.045282896400
C  0.151450787500  0.031608381500 -0.047053612000
C  0.805653023400 -0.487808597000  1.149923714000
C  1.344308369000 -0.893034224700  2.147861194600
C  1.996231341500 -1.393329732000  3.350194208700
H  0.738715676500  2.119532818800  0.191187914700
H -0.661121003800  1.877661509900 -0.871798193300
H -0.840403708900  1.735609588900  0.887651183300
H -0.773590009700 -0.530123998600 -0.231575919500
H  0.790237491200 -0.149918474000 -0.921291303800
H  1.409729413000 -2.190227156900  3.821204015500
H  2.988095652800 -1.802231661200  3.126846307300
H  2.127698872100 -0.598574544500  4.093138064200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.09713993,0.2608150818132755,"[7.09713993, 7.23438688, 7.26054167, 7.53980111, 7.56607072]","[0.2608150818132755, 0.2658588141964515, 0.2668199850005981, 0.27708258013175113, 0.27804797049306995]","[5.61657201, 6.43759682, 6.46113985, 6.97195715, 7.0153762]","[0.00217839, 0.02344364, 0.00761208, 0.00310777, 0.00031154]","[""0.25434669"", ""0.05989353"", ""-0.11251648"", ""0.24512376"", ""-0.88829776"", ""0.07333322"", ""0.47110111"", ""0.10856457"", ""-0.20674471"", ""0.14297113"", ""-0.07041916"", ""0.28860364"", ""-0.09098460"", ""-0.02430572"", ""0.04459713""]",5,QM9_xyz_files/mol_119.xyz,E_exc_SS/mol_119.dat,E_exc_ST/mol_119.dat,osc_stren/mol_119.dat,trans_dip_mom/mol_119.dat,7.522824032840779,"[7.522824032840779, 7.848643641675811, 7.863978576704484]",geometry_matched_to_qm9_mol_119; qm9_source=qm9randdiv60_115_C5H8; generated=2026-07-15
qm9randdiv60_3765_C2N4O,candidate,C2N4O,3765,3827,def2-tzvp,0,0,Angstrom,"N  0.046171864300 -1.135747452300 -0.004506542300
C -0.004571376200  0.018209309000  0.002745139000
C -0.048800139300  1.437290604700  0.011425198300
N -1.148119818200  2.145591849900  0.029788249100
O -0.724833468600  3.414496114900  0.031518531800
N  0.682946259600  3.431988643300  0.013271927900
N  1.078401558300  2.244531720600  0.001336006200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.54660034,0.20383380287425754,"[5.54660034, 6.05200965, 6.17953479, 6.71911889, 7.05495029]","[0.20383380287425754, 0.22240725243802298, 0.2270937148933785, 0.24692306482513934, 0.2592646411404406]","[3.63944883, 4.52744579, 5.12078302, 5.12122793, 5.44109522]","[0.00418841, 0.00311801, 0.08940028, 2.48e-06, 0.1132695]","[""-0.00555870"", ""0.00275452"", ""-0.44619282"", ""-0.00519025"", ""0.00258737"", ""-0.36854353"", ""1.44091017"", ""-1.31835986"", ""-0.02584231"", ""-0.00326932"", ""0.00232133"", ""-0.00902295"", ""0.16308202"", ""2.05111199"", ""0.01018801""]",5,QM9_xyz_files/mol_3827.xyz,E_exc_SS/mol_3827.dat,E_exc_ST/mol_3827.dat,osc_stren/mol_3827.dat,trans_dip_mom/mol_3827.dat,5.776443189648318,"[5.776443189648318, 6.363759557076868, 6.656154366743375]",geometry_matched_to_qm9_mol_3827; qm9_source=qm9randdiv60_3765_C2N4O; generated=2026-07-15
qm9randdiv60_215_C4H8N2,candidate,C4H8N2,215,221,def2-tzvp,0,0,Angstrom,"C -0.030282010700  1.537865529600  0.001637556100
C -0.000841378400 -0.000162287600  0.012422171400
C  0.743536501100 -0.525277046200  1.252029733600
N -1.383948923300 -0.492006596400  0.056868480800
C  0.704717983500 -0.475026861800 -1.207600812400
N  1.214464967800 -0.866315424400 -2.169421450500
H  0.982609345900  1.947518631200 -0.007690048100
H -0.556743852400  1.911821040700 -0.881438901900
H -0.554822543400  1.887084664800  0.894448990200
H  0.221433128500 -0.182411095500  2.148718737700
H  0.767475611500 -1.618994352900  1.258501537600
H  1.774060617300 -0.162636293400  1.271117191600
H -1.890468845800 -0.182503269100 -0.768320191500
H -1.393210091500 -1.508240319100  0.035092905300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.20543613,0.26479489375747467,"[7.20543613, 8.07605943, 8.50038312, 8.54485526, 8.85070677]","[0.26479489375747467, 0.2967897099028066, 0.31238331789337936, 0.3140176388940802, 0.32525747457298076]","[6.31622472, 6.80924413, 7.25816176, 7.25872585, 8.02029647]","[0.0299274, 2.574e-05, 0.00159554, 0.0141803, 0.00048624]","[""-0.42559884"", ""0.37369507"", ""0.88004219"", ""-0.00608955"", ""0.02327509"", ""-0.01617902"", ""0.06984142"", ""-0.17722291"", ""0.11493839"", ""0.62733271"", ""0.15435488"", ""-0.14226378"", ""-0.04450144"", ""0.09629258"", ""-0.05687301""]",5,QM9_xyz_files/mol_221.xyz,E_exc_SS/mol_221.dat,E_exc_ST/mol_221.dat,osc_stren/mol_221.dat,trans_dip_mom/mol_221.dat,7.669168735085353,"[7.669168735085353, 8.535388009893644, 8.800182846305894]",geometry_matched_to_qm9_mol_221; qm9_source=qm9randdiv60_215_C4H8N2; generated=2026-07-15
qm9randdiv60_315_C3HNO2,candidate,C3HNO2,315,325,def2-tzvp,0,0,Angstrom,"O -0.077858447600  0.006191401900  0.001239929700
C -0.016840945700  1.199860454200  0.006893721100
C  1.353589727300  1.924409899300 -0.000551199900
O  2.401414222500  1.341610841500 -0.012073985400
C  1.255173279400  3.394697341200  0.007861806400
N  1.114105366700  4.542752179300  0.014940043100
H -0.903594242700  1.866253042700  0.017607225000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,2.95775809,0.10869560496705995,"[2.95775809, 4.27582252, 5.99065257, 6.64248288, 7.02809563]","[0.10869560496705995, 0.15713357935340103, 0.22015242133734556, 0.24410674340339264, 0.2582777505881829]","[2.2784429, 3.56418346, 4.22909837, 5.05033706, 5.52896654]","[1.043e-05, 0.00027221, 2e-08, 0.0921323, 0.00216983]","[""-0.00026724"", ""0.00018316"", ""-0.03049673"", ""-0.00115759"", ""0.00083420"", ""-0.12955842"", ""0.00009377"", ""-0.00039247"", ""0.00078217"", ""0.76807427"", ""-1.75139000"", ""-0.01521656"", ""0.00398287"", ""-0.00603942"", ""0.28523809""]",5,QM9_xyz_files/mol_325.xyz,E_exc_SS/mol_325.dat,E_exc_ST/mol_325.dat,osc_stren/mol_325.dat,trans_dip_mom/mol_325.dat,3.063428665439868,"[3.063428665439868, 4.314335814383786, 6.804049190022856]",geometry_matched_to_qm9_mol_325; qm9_source=qm9randdiv60_315_C3HNO2; generated=2026-07-15
qm9randdiv60_21313_C3H2N4O,candidate,C3H2N4O,21313,21752,def2-tzvp,0,0,Angstrom,"O -0.072505555000  1.329872597200  0.009870722800
C  1.256780940500  1.685049120600 -0.000928652700
N  2.103808582100  0.707350799500 -0.014276708100
N  1.269321159400 -0.376161150800 -0.012111108300
N  1.394813319000 -1.720988323700 -0.020558727600
C  0.104365417700 -2.066389354000 -0.009997475900
N -0.828320056400 -1.051431347100  0.004317972400
C -0.023199746700 -0.021267574200  0.002158395000
H  1.485790678100  2.736883156000  0.002521314700
H -0.186623398700 -3.105770573500 -0.012783402300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.25160418,0.22974221612549145,"[6.25160418, 6.51395119, 7.0324002, 7.30048936, 7.61441776]","[0.22974221612549145, 0.23938329091780122, 0.25843594061794056, 0.26828803553058134, 0.27982469144226924]","[4.15008681, 4.75423376, 5.94673446, 6.30227616, 6.31216451]","[0.18336364, 0.03433726, 0.00471476, 0.0012708, 0.03284264]","[""-0.90390476"", ""-2.63008911"", ""-0.00537013"", ""0.64543258"", ""-0.98657631"", ""-0.01128826"", ""-0.00364947"", ""0.00264761"", ""-0.42044244"", ""0.00963864"", ""-0.02167039"", ""0.21293102"", ""-1.03682596"", ""-0.24967943"", ""0.00632519""]",5,QM9_xyz_files/mol_21752.xyz,E_exc_SS/mol_21752.dat,E_exc_ST/mol_21752.dat,osc_stren/mol_21752.dat,trans_dip_mom/mol_21752.dat,6.819802246086714,"[6.819802246086714, 6.9672117965026885, 7.280345299449027]",geometry_matched_to_qm9_mol_21752; qm9_source=qm9randdiv60_21313_C3H2N4O; generated=2026-07-15
qm9randdiv60_16_C2H4O,candidate,C2H4O,16,17,def2-tzvp,0,0,Angstrom,"C  0.015377197800  1.417643800300  0.009562866300
C  1.264781612200  0.649239838400 -0.006550437700
O -0.000240178800 -0.007710059000  0.002040547400
H -0.317633263500  1.885865979700  0.934757510200
H -0.335275829300  1.895766732700 -0.903975782300
H  1.832466819600  0.562568476500 -0.931932902600
H  1.850082581900  0.552679381300  0.906801468800",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,8.3933381,0.3084494859660999,"[8.3933381, 8.68128124, 8.93168626, 9.16886708, 9.40103583]","[0.3084494859660999, 0.3190312011862297, 0.32823341594061095, 0.336949650308677, 0.3454816945015461]","[7.97267843, 8.15021921, 8.50369965, 8.64889478, 8.70856013]","[0.02908371, 0.02148227, 0.0, 0.00296213, 1e-08]","[""0.00889279"", ""-0.00554698"", ""0.95583966"", ""0.00773368"", ""-0.00437882"", ""0.80774725"", ""0.00006774"", ""-0.00001195"", ""-0.00005887"", ""0.15300163"", ""0.24855969"", ""0.00010790"", ""-0.00012711"", ""-0.00015639"", ""-0.00037648""]",5,QM9_xyz_files/mol_17.xyz,E_exc_SS/mol_17.dat,E_exc_ST/mol_17.dat,osc_stren/mol_17.dat,trans_dip_mom/mol_17.dat,8.844844451966663,"[8.844844451966663, 9.096655150426876, 9.385893174102483]",geometry_matched_to_qm9_mol_17; qm9_source=qm9randdiv60_16_C2H4O; generated=2026-07-15
qm9randdiv60_44_C3H7N,candidate,C3H7N,44,45,def2-tzvp,0,0,Angstrom,"C -0.052755405700  1.474195739800  0.009991076600
N  0.019405159600  0.021899472600  0.063348657600
C  1.325110480600 -0.564468495900 -0.214207249500
C  0.780517587200 -0.540579928400  1.172427597800
H  0.867842018400  1.971760759300  0.362972851100
H -0.238451546600  1.790950052900 -1.021428662400
H -0.886834480200  1.819389592200  0.629503981200
H  1.319929093800 -1.481867820500 -0.796020378500
H  2.152028195700  0.110202038300 -0.432852484600
H  1.245635697300  0.149960984200  1.874992449800
H  0.370133579800 -1.440204474400  1.622333651100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.21751065,0.2652386241830711,"[7.21751065, 7.87000981, 7.99902233, 8.16685816, 8.64962105]","[0.2652386241830711, 0.28921752603325535, 0.2939586486954284, 0.30012650168471694, 0.3178677106637772]","[6.9457025, 7.53142326, 7.63589381, 7.87398513, 8.21011612]","[0.02152572, 0.01434438, 0.02057606, 0.08413163, 0.00280674]","[""0.67547876"", ""0.51430048"", ""0.25629072"", ""0.25332458"", ""-0.01112460"", ""-0.64524116"", ""0.76314681"", ""-0.07243609"", ""0.30112579"", ""-1.50311732"", ""-0.33896518"", ""-0.58502323"", ""0.17612686"", ""0.22433897"", ""0.06495689""]",5,QM9_xyz_files/mol_45.xyz,E_exc_SS/mol_45.dat,E_exc_ST/mol_45.dat,osc_stren/mol_45.dat,trans_dip_mom/mol_45.dat,7.9468348222268235,"[7.9468348222268235, 8.933399611328854, 9.16909610812869]",geometry_matched_to_qm9_mol_45; qm9_source=qm9randdiv60_44_C3H7N; generated=2026-07-15
qm9randdiv60_715_C2H2N4,candidate,C2H2N4,715,725,def2-tzvp,0,0,Angstrom,"C -0.020750634100  1.385438870700  0.010467312800
N  1.116585430100  2.065396803200  0.003090371600
N  2.258460005200  1.378843211000 -0.012096249500
N  2.276276779000  0.064629122800 -0.019771590900
N  1.153434752600 -0.652755286000 -0.012730141000
C -0.001914015200 -0.004009202600  0.002406098300
H -0.939643346200  1.964449434000  0.022795077200
H -0.904771171400 -0.607820313100  0.007897861500",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.3366684,0.12262030202492727,"[3.3366684, 3.6546698, 4.1101704, 4.37574115, 5.6940679]","[0.12262030202492727, 0.1343066379258366, 0.15104597622644075, 0.16080552127862105, 0.20925313574715526]","[2.51074771, 3.13287978, 3.32054483, 3.72354838, 4.41219164]","[0.00584173, 0.0, 0.0, 0.00702108, 0.02915814]","[""0.00669286"", ""-0.00390786"", ""0.67942218"", ""0.00002343"", ""-0.00018890"", ""0.00006619"", ""-0.00013769"", ""-0.00042971"", ""0.00004654"", ""0.00642651"", ""-0.00363854"", ""0.65043164"", ""1.16187957"", ""0.01580784"", ""-0.01139562""]",5,QM9_xyz_files/mol_725.xyz,E_exc_SS/mol_725.dat,E_exc_ST/mol_725.dat,osc_stren/mol_725.dat,trans_dip_mom/mol_725.dat,3.530096949308443,"[3.530096949308443, 3.7686899967960197, 4.21368427589934]",geometry_matched_to_qm9_mol_725; qm9_source=qm9randdiv60_715_C2H2N4; generated=2026-07-15
qm9randdiv60_14318_C8H10,candidate,C8H10,14318,14640,def2-tzvp,0,0,Angstrom,"C -0.009748058600  1.497802384100  0.009391552800
C -0.005981296900  0.044703437000 -0.084905157200
C  0.010670552800 -1.156566235500 -0.168169043700
C -0.008672071300 -2.611856787200 -0.253452551600
C -1.350731227500 -3.217288368100  0.239313238000
C -1.370080283800 -4.672578012200  0.154007276000
C -1.353449946400 -5.873844174300  0.070689686600
C -1.349774663900 -7.326941536000 -0.023643089500
H  0.808953678400  1.859161456900  0.641678615000
H  0.104026557600  1.962512308900 -0.976374376800
H -0.946959573200  1.866308796100  0.441269684800
H  0.164718633900 -2.934532268300 -1.286913263700
H  0.808855741700 -3.038438817200  0.339758238000
H -1.524115149900 -2.894624719800  1.272778685900
H -2.168259226500 -2.790695870100 -0.353889683000
H -2.165459678800 -7.687977802500 -0.660000110900
H -0.410571604100 -7.695789712000 -0.450877941300
H -1.468606003600 -7.791631649600  0.961535470700",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.09552493,0.26075573165796184,"[7.09552493, 7.12894652, 7.20850558, 7.27216719, 7.29697447]","[0.26075573165796184, 0.26198395243649447, 0.26490769396442676, 0.26724721498053766, 0.26815886570555936]","[5.57530293, 5.60209772, 6.39215161, 6.43836473, 6.44541547]","[1e-08, 0.00105142, 8e-08, 0.02179017, 2e-08]","[""0.00041741"", ""0.00030811"", ""-0.00038635"", ""-0.07679900"", ""0.01310197"", ""-0.18116819"", ""-0.00008172"", ""-0.00174041"", ""0.00020118"", ""0.32563051"", ""-0.04636937"", ""0.82580538"", ""0.00068719"", ""-0.00064792"", ""0.00004433""]",5,QM9_xyz_files/mol_14640.xyz,E_exc_SS/mol_14640.dat,E_exc_ST/mol_14640.dat,osc_stren/mol_14640.dat,trans_dip_mom/mol_14640.dat,7.477905588922025,"[7.477905588922025, 7.519017140009304, 7.824993135642649]",geometry_matched_to_qm9_mol_14640; qm9_source=qm9randdiv60_14318_C8H10; generated=2026-07-15
